video_id,video_path,filename_label,host,episode,episode_group_id,size_bytes,is_corrupt,yt_video_id,file_name,start_time,end_time,label,group_id
BRI_WILTY_EP59_lie_10,data/raw/dolos/videos/BRI_WILTY_EP59_lie_10.mp4,1.0,BRI,59,BRI_EP59,725852,False,K_dUfIegnis,BRI_WILTY_EP59_lie_10,9:31,9:39,1,BRI_EP59
BRI_WILTY_EP59_lie_11,data/raw/dolos/videos/BRI_WILTY_EP59_lie_11.mp4,1.0,BRI,59,BRI_EP59,219081,False,K_dUfIegnis,BRI_WILTY_EP59_lie_11,9:46,9:51,1,BRI_EP59
BRI_WILTY_EP59_lie_13,data/raw/dolos/videos/BRI_WILTY_EP59_lie_13.mp4,1.0,BRI,59,BRI_EP59,365422,False,K_dUfIegnis,BRI_WILTY_EP59_lie_13,10:21,10:26,1,BRI_EP59
BRI_WILTY_EP59_lie_14,data/raw/dolos/videos/BRI_WILTY_EP59_lie_14.mp4,1.0,BRI,59,BRI_EP59,136088,False,K_dUfIegnis,BRI_WILTY_EP59_lie_14,11:05,11:08,1,BRI_EP59
BRI_WILTY_EP59_lie_15,data/raw/dolos/videos/BRI_WILTY_EP59_lie_15.mp4,1.0,BRI,59,BRI_EP59,189789,False,K_dUfIegnis,BRI_WILTY_EP59_lie_15,13:13,13:17,1,BRI_EP59
BRI_WILTY_EP59_lie_16,data/raw/dolos/videos/BRI_WILTY_EP59_lie_16.mp4,1.0,BRI,59,BRI_EP59,532200,False,K_dUfIegnis,BRI_WILTY_EP59_lie_16,14:52,14:59,1,BRI_EP59
BRI_WILTY_EP59_truth_1,data/raw/dolos/videos/BRI_WILTY_EP59_truth_1.mp4,0.0,BRI,59,BRI_EP59,544865,False,K_dUfIegnis,BRI_WILTY_EP59_truth_1,1:41,1:49,0,BRI_EP59
BRI_WILTY_EP59_truth_12,data/raw/dolos/videos/BRI_WILTY_EP59_truth_12.mp4,0.0,BRI,59,BRI_EP59,410865,False,K_dUfIegnis,BRI_WILTY_EP59_truth_12,9:56,10:02,0,BRI_EP59
BRI_WILTY_EP59_truth_17,data/raw/dolos/videos/BRI_WILTY_EP59_truth_17.mp4,0.0,BRI,59,BRI_EP59,318991,False,K_dUfIegnis,BRI_WILTY_EP59_truth_17,15:46,15:51,0,BRI_EP59
BRI_WILTY_EP59_truth_18,data/raw/dolos/videos/BRI_WILTY_EP59_truth_18.mp4,0.0,BRI,59,BRI_EP59,335418,False,K_dUfIegnis,BRI_WILTY_EP59_truth_18,15:52,15:57,0,BRI_EP59
BRI_WILTY_EP59_truth_19,data/raw/dolos/videos/BRI_WILTY_EP59_truth_19.mp4,0.0,BRI,59,BRI_EP59,413215,False,K_dUfIegnis,BRI_WILTY_EP59_truth_19,16:01,16:09,0,BRI_EP59
BRI_WILTY_EP59_truth_2,data/raw/dolos/videos/BRI_WILTY_EP59_truth_2.mp4,0.0,BRI,59,BRI_EP59,438210,False,K_dUfIegnis,BRI_WILTY_EP59_truth_2,1:53,1:57,0,BRI_EP59
BRI_WILTY_EP59_truth_3,data/raw/dolos/videos/BRI_WILTY_EP59_truth_3.mp4,0.0,BRI,59,BRI_EP59,571243,False,K_dUfIegnis,BRI_WILTY_EP59_truth_3,2:09,2:17,0,BRI_EP59
BRI_WILTY_EP59_truth_4,data/raw/dolos/videos/BRI_WILTY_EP59_truth_4.mp4,0.0,BRI,59,BRI_EP59,156658,False,K_dUfIegnis,BRI_WILTY_EP59_truth_4,2:26,2:29,0,BRI_EP59
BRI_WILTY_EP59_truth_5,data/raw/dolos/videos/BRI_WILTY_EP59_truth_5.mp4,0.0,BRI,59,BRI_EP59,346254,False,K_dUfIegnis,BRI_WILTY_EP59_truth_5,2:37,2:45,0,BRI_EP59
BRI_WILTY_EP59_truth_6,data/raw/dolos/videos/BRI_WILTY_EP59_truth_6.mp4,0.0,BRI,59,BRI_EP59,366112,False,K_dUfIegnis,BRI_WILTY_EP59_truth_6,2:56,3:01,0,BRI_EP59
BRI_WILTY_EP59_truth_7,data/raw/dolos/videos/BRI_WILTY_EP59_truth_7.mp4,0.0,BRI,59,BRI_EP59,145271,False,K_dUfIegnis,BRI_WILTY_EP59_truth_7,3:50,3:53,0,BRI_EP59
BRI_WILTY_EP59_truth_8,data/raw/dolos/videos/BRI_WILTY_EP59_truth_8.mp4,0.0,BRI,59,BRI_EP59,476709,False,K_dUfIegnis,BRI_WILTY_EP59_truth_8,5:13,5:23,0,BRI_EP59
BRI_WILTY_EP59_truth_9,data/raw/dolos/videos/BRI_WILTY_EP59_truth_9.mp4,0.0,BRI,59,BRI_EP59,474702,False,K_dUfIegnis,BRI_WILTY_EP59_truth_9,5:52,5:59,0,BRI_EP59
BRI_WILTY_EP60_lie_13,data/raw/dolos/videos/BRI_WILTY_EP60_lie_13.mp4,1.0,BRI,60,BRI_EP60,267900,False,4er8rBrelyw,BRI_WILTY_EP60_lie_13,15:40,15:44,1,BRI_EP60
BRI_WILTY_EP60_lie_14,data/raw/dolos/videos/BRI_WILTY_EP60_lie_14.mp4,1.0,BRI,60,BRI_EP60,192519,False,4er8rBrelyw,BRI_WILTY_EP60_lie_14,15:52,15:56,1,BRI_EP60
BRI_WILTY_EP60_lie_15,data/raw/dolos/videos/BRI_WILTY_EP60_lie_15.mp4,1.0,BRI,60,BRI_EP60,430138,False,4er8rBrelyw,BRI_WILTY_EP60_lie_15,16:04,16:11,1,BRI_EP60
BRI_WILTY_EP60_lie_16,data/raw/dolos/videos/BRI_WILTY_EP60_lie_16.mp4,1.0,BRI,60,BRI_EP60,298889,False,4er8rBrelyw,BRI_WILTY_EP60_lie_16,16:52,16:57,1,BRI_EP60
BRI_WILTY_EP60_lie_17,data/raw/dolos/videos/BRI_WILTY_EP60_lie_17.mp4,1.0,BRI,60,BRI_EP60,438972,False,4er8rBrelyw,BRI_WILTY_EP60_lie_17,17:28,17:36,1,BRI_EP60
BRI_WILTY_EP60_lie_18,data/raw/dolos/videos/BRI_WILTY_EP60_lie_18.mp4,1.0,BRI,60,BRI_EP60,240124,False,4er8rBrelyw,BRI_WILTY_EP60_lie_18,17:58,18:02,1,BRI_EP60
BRI_WILTY_EP60_lie_19,data/raw/dolos/videos/BRI_WILTY_EP60_lie_19.mp4,1.0,BRI,60,BRI_EP60,337007,False,4er8rBrelyw,BRI_WILTY_EP60_lie_19,18:45,18:49,1,BRI_EP60
BRI_WILTY_EP60_lie_20,data/raw/dolos/videos/BRI_WILTY_EP60_lie_20.mp4,1.0,BRI,60,BRI_EP60,250995,False,4er8rBrelyw,BRI_WILTY_EP60_lie_20,20:32,20:35,1,BRI_EP60
BRI_WILTY_EP60_lie_21,data/raw/dolos/videos/BRI_WILTY_EP60_lie_21.mp4,1.0,BRI,60,BRI_EP60,192955,False,4er8rBrelyw,BRI_WILTY_EP60_lie_21,20:54,20:57,1,BRI_EP60
BRI_WILTY_EP60_lie_22,data/raw/dolos/videos/BRI_WILTY_EP60_lie_22.mp4,1.0,BRI,60,BRI_EP60,269190,False,4er8rBrelyw,BRI_WILTY_EP60_lie_22,23:26,23:31,1,BRI_EP60
BRI_WILTY_EP60_lie_23,data/raw/dolos/videos/BRI_WILTY_EP60_lie_23.mp4,1.0,BRI,60,BRI_EP60,228104,False,4er8rBrelyw,BRI_WILTY_EP60_lie_23,25:11,25:14,1,BRI_EP60
BRI_WILTY_EP60_lie_24,data/raw/dolos/videos/BRI_WILTY_EP60_lie_24.mp4,1.0,BRI,60,BRI_EP60,317623,False,4er8rBrelyw,BRI_WILTY_EP60_lie_24,25:34,25:40,1,BRI_EP60
BRI_WILTY_EP60_lie_8,data/raw/dolos/videos/BRI_WILTY_EP60_lie_8.mp4,1.0,BRI,60,BRI_EP60,314414,False,4er8rBrelyw,BRI_WILTY_EP60_lie_8,12:52,12:58,1,BRI_EP60
BRI_WILTY_EP60_lie_9,data/raw/dolos/videos/BRI_WILTY_EP60_lie_9.mp4,1.0,BRI,60,BRI_EP60,332048,False,4er8rBrelyw,BRI_WILTY_EP60_lie_9,13:10,13:17,1,BRI_EP60
BRI_WILTY_EP60_truth_1,data/raw/dolos/videos/BRI_WILTY_EP60_truth_1.mp4,0.0,BRI,60,BRI_EP60,242562,False,4er8rBrelyw,BRI_WILTY_EP60_truth_1,1:58,2:02,0,BRI_EP60
BRI_WILTY_EP60_truth_10,data/raw/dolos/videos/BRI_WILTY_EP60_truth_10.mp4,0.0,BRI,60,BRI_EP60,181157,False,4er8rBrelyw,BRI_WILTY_EP60_truth_10,13:43,13:46,0,BRI_EP60
BRI_WILTY_EP60_truth_11,data/raw/dolos/videos/BRI_WILTY_EP60_truth_11.mp4,0.0,BRI,60,BRI_EP60,255737,False,4er8rBrelyw,BRI_WILTY_EP60_truth_11,14:25,14:29,0,BRI_EP60
BRI_WILTY_EP60_truth_12,data/raw/dolos/videos/BRI_WILTY_EP60_truth_12.mp4,0.0,BRI,60,BRI_EP60,251444,False,4er8rBrelyw,BRI_WILTY_EP60_truth_12,14:57,15:01,0,BRI_EP60
BRI_WILTY_EP60_truth_2,data/raw/dolos/videos/BRI_WILTY_EP60_truth_2.mp4,0.0,BRI,60,BRI_EP60,354883,False,4er8rBrelyw,BRI_WILTY_EP60_truth_2,3:19,3:23,0,BRI_EP60
BRI_WILTY_EP60_truth_3,data/raw/dolos/videos/BRI_WILTY_EP60_truth_3.mp4,0.0,BRI,60,BRI_EP60,246794,False,4er8rBrelyw,BRI_WILTY_EP60_truth_3,6:34,6:38,0,BRI_EP60
BRI_WILTY_EP60_truth_4,data/raw/dolos/videos/BRI_WILTY_EP60_truth_4.mp4,0.0,BRI,60,BRI_EP60,177906,False,4er8rBrelyw,BRI_WILTY_EP60_truth_4,8:30,8:33,0,BRI_EP60
BRI_WILTY_EP60_truth_5,data/raw/dolos/videos/BRI_WILTY_EP60_truth_5.mp4,0.0,BRI,60,BRI_EP60,240089,False,4er8rBrelyw,BRI_WILTY_EP60_truth_5,10:26,10:31,0,BRI_EP60
BRI_WILTY_EP60_truth_6,data/raw/dolos/videos/BRI_WILTY_EP60_truth_6.mp4,0.0,BRI,60,BRI_EP60,206382,False,4er8rBrelyw,BRI_WILTY_EP60_truth_6,10:34,10:37,0,BRI_EP60
BRI_WILTY_EP60_truth_7,data/raw/dolos/videos/BRI_WILTY_EP60_truth_7.mp4,0.0,BRI,60,BRI_EP60,243624,False,4er8rBrelyw,BRI_WILTY_EP60_truth_7,12:44,12:48,0,BRI_EP60
BRI_WILTY_EP61_lie_1,data/raw/dolos/videos/BRI_WILTY_EP61_lie_1.mp4,1.0,BRI,61,BRI_EP61,441629,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_1,1:48,1:53,1,BRI_EP61
BRI_WILTY_EP61_lie_18,data/raw/dolos/videos/BRI_WILTY_EP61_lie_18.mp4,1.0,BRI,61,BRI_EP61,511355,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_18,13:22,13:28,1,BRI_EP61
BRI_WILTY_EP61_lie_2,data/raw/dolos/videos/BRI_WILTY_EP61_lie_2.mp4,1.0,BRI,61,BRI_EP61,485247,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_2,1:56,1:59,1,BRI_EP61
BRI_WILTY_EP61_lie_23,data/raw/dolos/videos/BRI_WILTY_EP61_lie_23.mp4,1.0,BRI,61,BRI_EP61,483586,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_23,15:48,15:54,1,BRI_EP61
BRI_WILTY_EP61_lie_24,data/raw/dolos/videos/BRI_WILTY_EP61_lie_24.mp4,1.0,BRI,61,BRI_EP61,460519,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_24,16:01,16:05,1,BRI_EP61
BRI_WILTY_EP61_lie_25,data/raw/dolos/videos/BRI_WILTY_EP61_lie_25.mp4,1.0,BRI,61,BRI_EP61,245299,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_25,16:08,16:12,1,BRI_EP61
BRI_WILTY_EP61_lie_26,data/raw/dolos/videos/BRI_WILTY_EP61_lie_26.mp4,1.0,BRI,61,BRI_EP61,621079,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_26,16:18,16:24,1,BRI_EP61
BRI_WILTY_EP61_lie_27,data/raw/dolos/videos/BRI_WILTY_EP61_lie_27.mp4,1.0,BRI,61,BRI_EP61,178772,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_27,18:15,18:18,1,BRI_EP61
BRI_WILTY_EP61_lie_28,data/raw/dolos/videos/BRI_WILTY_EP61_lie_28.mp4,1.0,BRI,61,BRI_EP61,505447,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_28,18:53,18:57,1,BRI_EP61
BRI_WILTY_EP61_lie_29,data/raw/dolos/videos/BRI_WILTY_EP61_lie_29.mp4,1.0,BRI,61,BRI_EP61,695761,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_29,19:05,19:14,1,BRI_EP61
BRI_WILTY_EP61_lie_3,data/raw/dolos/videos/BRI_WILTY_EP61_lie_3.mp4,1.0,BRI,61,BRI_EP61,329142,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_3,2:05,2:08,1,BRI_EP61
BRI_WILTY_EP61_lie_30,data/raw/dolos/videos/BRI_WILTY_EP61_lie_30.mp4,1.0,BRI,61,BRI_EP61,253016,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_30,19:49,19:52,1,BRI_EP61
BRI_WILTY_EP61_lie_31,data/raw/dolos/videos/BRI_WILTY_EP61_lie_31.mp4,1.0,BRI,61,BRI_EP61,763778,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_31,19:54,20,1,BRI_EP61
BRI_WILTY_EP61_lie_32,data/raw/dolos/videos/BRI_WILTY_EP61_lie_32.mp4,1.0,BRI,61,BRI_EP61,458791,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_32,20:04,20:09,1,BRI_EP61
BRI_WILTY_EP61_lie_37,data/raw/dolos/videos/BRI_WILTY_EP61_lie_37.mp4,1.0,BRI,61,BRI_EP61,420855,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_37,25:20,25:23,1,BRI_EP61
BRI_WILTY_EP61_lie_4,data/raw/dolos/videos/BRI_WILTY_EP61_lie_4.mp4,1.0,BRI,61,BRI_EP61,248089,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_4,2:35,2:38,1,BRI_EP61
BRI_WILTY_EP61_lie_5,data/raw/dolos/videos/BRI_WILTY_EP61_lie_5.mp4,1.0,BRI,61,BRI_EP61,450819,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_5,2:43,2:47,1,BRI_EP61
BRI_WILTY_EP61_lie_7,data/raw/dolos/videos/BRI_WILTY_EP61_lie_7.mp4,1.0,BRI,61,BRI_EP61,470247,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_7,3:47,3:52,1,BRI_EP61
BRI_WILTY_EP61_lie_8,data/raw/dolos/videos/BRI_WILTY_EP61_lie_8.mp4,1.0,BRI,61,BRI_EP61,283277,False,vbsNrE6Oocs,BRI_WILTY_EP61_lie_8,4:28,4:31,1,BRI_EP61
BRI_WILTY_EP61_truth_10,data/raw/dolos/videos/BRI_WILTY_EP61_truth_10.mp4,0.0,BRI,61,BRI_EP61,595914,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_10,6:30,6:38,0,BRI_EP61
BRI_WILTY_EP61_truth_11,data/raw/dolos/videos/BRI_WILTY_EP61_truth_11.mp4,0.0,BRI,61,BRI_EP61,582985,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_11,7:22,7:27,0,BRI_EP61
BRI_WILTY_EP61_truth_12,data/raw/dolos/videos/BRI_WILTY_EP61_truth_12.mp4,0.0,BRI,61,BRI_EP61,219449,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_12,7:45,7:47,0,BRI_EP61
BRI_WILTY_EP61_truth_13,data/raw/dolos/videos/BRI_WILTY_EP61_truth_13.mp4,0.0,BRI,61,BRI_EP61,601687,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_13,8:57,9:06,0,BRI_EP61
BRI_WILTY_EP61_truth_14,data/raw/dolos/videos/BRI_WILTY_EP61_truth_14.mp4,0.0,BRI,61,BRI_EP61,472498,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_14,9:37,9:41,0,BRI_EP61
BRI_WILTY_EP61_truth_15,data/raw/dolos/videos/BRI_WILTY_EP61_truth_15.mp4,0.0,BRI,61,BRI_EP61,211996,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_15,9:45,9:48,0,BRI_EP61
BRI_WILTY_EP61_truth_16,data/raw/dolos/videos/BRI_WILTY_EP61_truth_16.mp4,0.0,BRI,61,BRI_EP61,377413,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_16,10:14,10:21,0,BRI_EP61
BRI_WILTY_EP61_truth_17,data/raw/dolos/videos/BRI_WILTY_EP61_truth_17.mp4,0.0,BRI,61,BRI_EP61,671434,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_17,12:56,13:04,0,BRI_EP61
BRI_WILTY_EP61_truth_19,data/raw/dolos/videos/BRI_WILTY_EP61_truth_19.mp4,0.0,BRI,61,BRI_EP61,743152,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_19,14:28,14:35,0,BRI_EP61
BRI_WILTY_EP61_truth_20,data/raw/dolos/videos/BRI_WILTY_EP61_truth_20.mp4,0.0,BRI,61,BRI_EP61,526221,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_20,15:06,15:11,0,BRI_EP61
BRI_WILTY_EP61_truth_21,data/raw/dolos/videos/BRI_WILTY_EP61_truth_21.mp4,0.0,BRI,61,BRI_EP61,317534,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_21,15:13,15:17,0,BRI_EP61
BRI_WILTY_EP61_truth_33,data/raw/dolos/videos/BRI_WILTY_EP61_truth_33.mp4,0.0,BRI,61,BRI_EP61,659312,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_33,22:26,22:35,0,BRI_EP61
BRI_WILTY_EP61_truth_34,data/raw/dolos/videos/BRI_WILTY_EP61_truth_34.mp4,0.0,BRI,61,BRI_EP61,547576,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_34,22:44,22:50,0,BRI_EP61
BRI_WILTY_EP61_truth_35,data/raw/dolos/videos/BRI_WILTY_EP61_truth_35.mp4,0.0,BRI,61,BRI_EP61,396880,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_35,22:58,23:02,0,BRI_EP61
BRI_WILTY_EP61_truth_9,data/raw/dolos/videos/BRI_WILTY_EP61_truth_9.mp4,0.0,BRI,61,BRI_EP61,389485,False,vbsNrE6Oocs,BRI_WILTY_EP61_truth_9,5:40,5:46,0,BRI_EP61
BRI_WILTY_EP62_lie_14,data/raw/dolos/videos/BRI_WILTY_EP62_lie_14.mp4,1.0,BRI,62,BRI_EP62,779877,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_14,12:23,12:32,1,BRI_EP62
BRI_WILTY_EP62_lie_15,data/raw/dolos/videos/BRI_WILTY_EP62_lie_15.mp4,1.0,BRI,62,BRI_EP62,211094,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_15,12:51,12:54,1,BRI_EP62
BRI_WILTY_EP62_lie_16,data/raw/dolos/videos/BRI_WILTY_EP62_lie_16.mp4,1.0,BRI,62,BRI_EP62,214050,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_16,12:57,13,1,BRI_EP62
BRI_WILTY_EP62_lie_17,data/raw/dolos/videos/BRI_WILTY_EP62_lie_17.mp4,1.0,BRI,62,BRI_EP62,380473,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_17,13:40,13:44,1,BRI_EP62
BRI_WILTY_EP62_lie_18,data/raw/dolos/videos/BRI_WILTY_EP62_lie_18.mp4,1.0,BRI,62,BRI_EP62,340852,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_18,13:47,13:53,1,BRI_EP62
BRI_WILTY_EP62_lie_24,data/raw/dolos/videos/BRI_WILTY_EP62_lie_24.mp4,1.0,BRI,62,BRI_EP62,506274,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_24,19:32,19:37,1,BRI_EP62
BRI_WILTY_EP62_lie_25,data/raw/dolos/videos/BRI_WILTY_EP62_lie_25.mp4,1.0,BRI,62,BRI_EP62,695825,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_25,19:56,20:04,1,BRI_EP62
BRI_WILTY_EP62_lie_26,data/raw/dolos/videos/BRI_WILTY_EP62_lie_26.mp4,1.0,BRI,62,BRI_EP62,783509,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_26,20:23,20:31,1,BRI_EP62
BRI_WILTY_EP62_lie_27,data/raw/dolos/videos/BRI_WILTY_EP62_lie_27.mp4,1.0,BRI,62,BRI_EP62,802420,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_27,20:50,20:59,1,BRI_EP62
BRI_WILTY_EP62_lie_28,data/raw/dolos/videos/BRI_WILTY_EP62_lie_28.mp4,1.0,BRI,62,BRI_EP62,681145,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_28,21:02,21:10,1,BRI_EP62
BRI_WILTY_EP62_lie_29,data/raw/dolos/videos/BRI_WILTY_EP62_lie_29.mp4,1.0,BRI,62,BRI_EP62,470756,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_29,23:19,23:23,1,BRI_EP62
BRI_WILTY_EP62_lie_30,data/raw/dolos/videos/BRI_WILTY_EP62_lie_30.mp4,1.0,BRI,62,BRI_EP62,334730,False,jflRZk9V_qY,BRI_WILTY_EP62_lie_30,23:27,23:30,1,BRI_EP62
BRI_WILTY_EP62_truth_1,data/raw/dolos/videos/BRI_WILTY_EP62_truth_1.mp4,0.0,BRI,62,BRI_EP62,227216,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_1,1:47,1:51,0,BRI_EP62
BRI_WILTY_EP62_truth_10,data/raw/dolos/videos/BRI_WILTY_EP62_truth_10.mp4,0.0,BRI,62,BRI_EP62,243109,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_10,9:20,9:24,0,BRI_EP62
BRI_WILTY_EP62_truth_11,data/raw/dolos/videos/BRI_WILTY_EP62_truth_11.mp4,0.0,BRI,62,BRI_EP62,416459,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_11,9:31,9:38,0,BRI_EP62
BRI_WILTY_EP62_truth_12,data/raw/dolos/videos/BRI_WILTY_EP62_truth_12.mp4,0.0,BRI,62,BRI_EP62,248297,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_12,10:22,10:26,0,BRI_EP62
BRI_WILTY_EP62_truth_13,data/raw/dolos/videos/BRI_WILTY_EP62_truth_13.mp4,0.0,BRI,62,BRI_EP62,559967,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_13,12:12,12:21,0,BRI_EP62
BRI_WILTY_EP62_truth_19,data/raw/dolos/videos/BRI_WILTY_EP62_truth_19.mp4,0.0,BRI,62,BRI_EP62,422640,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_19,15:09,15:13,0,BRI_EP62
BRI_WILTY_EP62_truth_2,data/raw/dolos/videos/BRI_WILTY_EP62_truth_2.mp4,0.0,BRI,62,BRI_EP62,333293,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_2,2:16,2:19,0,BRI_EP62
BRI_WILTY_EP62_truth_20,data/raw/dolos/videos/BRI_WILTY_EP62_truth_20.mp4,0.0,BRI,62,BRI_EP62,297978,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_20,15:26,15:30,0,BRI_EP62
BRI_WILTY_EP62_truth_21,data/raw/dolos/videos/BRI_WILTY_EP62_truth_21.mp4,0.0,BRI,62,BRI_EP62,670383,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_21,16:19,16:28,0,BRI_EP62
BRI_WILTY_EP62_truth_22,data/raw/dolos/videos/BRI_WILTY_EP62_truth_22.mp4,0.0,BRI,62,BRI_EP62,355123,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_22,16:53,16:56,0,BRI_EP62
BRI_WILTY_EP62_truth_23,data/raw/dolos/videos/BRI_WILTY_EP62_truth_23.mp4,0.0,BRI,62,BRI_EP62,492569,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_23,17:12,17:21,0,BRI_EP62
BRI_WILTY_EP62_truth_3,data/raw/dolos/videos/BRI_WILTY_EP62_truth_3.mp4,0.0,BRI,62,BRI_EP62,520257,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_3,2:48,2:53,0,BRI_EP62
BRI_WILTY_EP62_truth_31,data/raw/dolos/videos/BRI_WILTY_EP62_truth_31.mp4,0.0,BRI,62,BRI_EP62,537965,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_31,26:45,26:48,0,BRI_EP62
BRI_WILTY_EP62_truth_4,data/raw/dolos/videos/BRI_WILTY_EP62_truth_4.mp4,0.0,BRI,62,BRI_EP62,317636,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_4,3:41,3:44,0,BRI_EP62
BRI_WILTY_EP62_truth_5,data/raw/dolos/videos/BRI_WILTY_EP62_truth_5.mp4,0.0,BRI,62,BRI_EP62,241879,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_5,4:18,4:22,0,BRI_EP62
BRI_WILTY_EP62_truth_6,data/raw/dolos/videos/BRI_WILTY_EP62_truth_6.mp4,0.0,BRI,62,BRI_EP62,207082,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_6,6:30,6:33,0,BRI_EP62
BRI_WILTY_EP62_truth_7,data/raw/dolos/videos/BRI_WILTY_EP62_truth_7.mp4,0.0,BRI,62,BRI_EP62,330486,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_7,7:12,7:15,0,BRI_EP62
BRI_WILTY_EP62_truth_8,data/raw/dolos/videos/BRI_WILTY_EP62_truth_8.mp4,0.0,BRI,62,BRI_EP62,171403,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_8,7:34,7:37,0,BRI_EP62
BRI_WILTY_EP62_truth_9,data/raw/dolos/videos/BRI_WILTY_EP62_truth_9.mp4,0.0,BRI,62,BRI_EP62,507916,False,jflRZk9V_qY,BRI_WILTY_EP62_truth_9,8:40,8:44,0,BRI_EP62
BRI_WILTY_EP63_lie_25,data/raw/dolos/videos/BRI_WILTY_EP63_lie_25.mp4,1.0,BRI,63,BRI_EP63,230948,False,4iznh63xL44,BRI_WILTY_EP63_lie_25,12:51,12:56,1,BRI_EP63
BRI_WILTY_EP63_lie_27,data/raw/dolos/videos/BRI_WILTY_EP63_lie_27.mp4,1.0,BRI,63,BRI_EP63,141310,False,4iznh63xL44,BRI_WILTY_EP63_lie_27,13:19,13:22,1,BRI_EP63
BRI_WILTY_EP63_lie_29,data/raw/dolos/videos/BRI_WILTY_EP63_lie_29.mp4,1.0,BRI,63,BRI_EP63,257829,False,4iznh63xL44,BRI_WILTY_EP63_lie_29,17:17,17:24,1,BRI_EP63
BRI_WILTY_EP63_lie_30,data/raw/dolos/videos/BRI_WILTY_EP63_lie_30.mp4,1.0,BRI,63,BRI_EP63,439899,False,4iznh63xL44,BRI_WILTY_EP63_lie_30,17:53,18:01,1,BRI_EP63
BRI_WILTY_EP63_truth_1,data/raw/dolos/videos/BRI_WILTY_EP63_truth_1.mp4,0.0,BRI,63,BRI_EP63,224940,False,4iznh63xL44,BRI_WILTY_EP63_truth_1,1:59,2:04,0,BRI_EP63
BRI_WILTY_EP63_truth_10,data/raw/dolos/videos/BRI_WILTY_EP63_truth_10.mp4,0.0,BRI,63,BRI_EP63,228315,False,4iznh63xL44,BRI_WILTY_EP63_truth_10,6:26,6:30,0,BRI_EP63
