video_id,video_path,start_time,end_time,start_seconds,end_seconds,raw_duration_seconds,expected_duration_seconds,too_long,too_short
AN_WILTY_EP24_lie14,data/raw/dolos/videos/AN_WILTY_EP24_lie14.mp4,8:46,8:50,526,530,4.12,4,False,False
AN_WILTY_EP24_lie15,data/raw/dolos/videos/AN_WILTY_EP24_lie15.mp4,9:16,9:19,556,559,3.04,3,False,False
AN_WILTY_EP24_lie16,data/raw/dolos/videos/AN_WILTY_EP24_lie16.mp4,9:26,9:36,566,576,10.12,10,False,False
AN_WILTY_EP24_lie17,data/raw/dolos/videos/AN_WILTY_EP24_lie17.mp4,9:46,9:51,586,591,5.12,5,False,False
AN_WILTY_EP24_lie2,data/raw/dolos/videos/AN_WILTY_EP24_lie2.mp4,0:11,0:21,11,21,10.08,10,False,False
AN_WILTY_EP24_lie3,data/raw/dolos/videos/AN_WILTY_EP24_lie3.mp4,0:23,0:28,23,28,5.04,5,False,False
AN_WILTY_EP24_lie4,data/raw/dolos/videos/AN_WILTY_EP24_lie4.mp4,0:33,0:39,33,39,6.04,6,False,False
AN_WILTY_EP24_lie5,data/raw/dolos/videos/AN_WILTY_EP24_lie5.mp4,0:41,0:47,41,47,6.04,6,False,False
AN_WILTY_EP24_lie6,data/raw/dolos/videos/AN_WILTY_EP24_lie6.mp4,1:36,1:43,96,103,7.04,7,False,False
AN_WILTY_EP24_lie7,data/raw/dolos/videos/AN_WILTY_EP24_lie7.mp4,2:15,2:22,135,142,7.04,7,False,False
AN_WILTY_EP24_lie9,data/raw/dolos/videos/AN_WILTY_EP24_lie9.mp4,6:03,6:10,363,370,7.08,7,False,False
AN_WILTY_EP24_truth11,data/raw/dolos/videos/AN_WILTY_EP24_truth11.mp4,6:37,6:41,397,401,4.04,4,False,False
AN_WILTY_EP24_truth12,data/raw/dolos/videos/AN_WILTY_EP24_truth12.mp4,7:57,8,477,480,3.04,3,False,False
AN_WILTY_EP24_truth8,data/raw/dolos/videos/AN_WILTY_EP24_truth8.mp4,5:55,5:58,355,358,3.04,3,False,False
AN_WILTY_EP25_lie1,data/raw/dolos/videos/AN_WILTY_EP25_lie1.mp4,0:06,0:10,6,10,4.08,4,False,False
AN_WILTY_EP25_lie10,data/raw/dolos/videos/AN_WILTY_EP25_lie10.mp4,7:28,7:38,448,458,10.04,10,False,False
AN_WILTY_EP25_lie11,data/raw/dolos/videos/AN_WILTY_EP25_lie11.mp4,7:38,7:48,458,468,10.12,10,False,False
AN_WILTY_EP25_lie2,data/raw/dolos/videos/AN_WILTY_EP25_lie2.mp4,0:14,0:19,14,19,5.08,5,False,False
AN_WILTY_EP25_lie3,data/raw/dolos/videos/AN_WILTY_EP25_lie3.mp4,0:28,0:32,28,32,4.08,4,False,False
AN_WILTY_EP25_lie7,data/raw/dolos/videos/AN_WILTY_EP25_lie7.mp4,6:19,6:24,379,384,5.04,5,False,False
AN_WILTY_EP25_lie8,data/raw/dolos/videos/AN_WILTY_EP25_lie8.mp4,7:04,7:08,424,428,4.04,4,False,False
AN_WILTY_EP25_lie9,data/raw/dolos/videos/AN_WILTY_EP25_lie9.mp4,7:10,7:14,430,434,4.12,4,False,False
AN_WILTY_EP25_truth4,data/raw/dolos/videos/AN_WILTY_EP25_truth4.mp4,3:57,4:04,237,244,7.12,7,False,False
AN_WILTY_EP25_truth5,data/raw/dolos/videos/AN_WILTY_EP25_truth5.mp4,4:30,4:40,270,280,10.12,10,False,False
AN_WILTY_EP25_truth6,data/raw/dolos/videos/AN_WILTY_EP25_truth6.mp4,4:47,4:51,287,291,4.04,4,False,False
AN_WILTY_EP26_lie1,data/raw/dolos/videos/AN_WILTY_EP26_lie1.mp4,1:44,1:50,104,110,6.12,6,False,False
AN_WILTY_EP26_lie14,data/raw/dolos/videos/AN_WILTY_EP26_lie14.mp4,12,12:05,720,725,713.04,5,True,False
AN_WILTY_EP26_lie15,data/raw/dolos/videos/AN_WILTY_EP26_lie15.mp4,12:10,12:19,730,739,9.08,9,False,False
AN_WILTY_EP26_lie16,data/raw/dolos/videos/AN_WILTY_EP26_lie16.mp4,12:34,12:42,754,762,8.12,8,False,False
AN_WILTY_EP26_lie17,data/raw/dolos/videos/AN_WILTY_EP26_lie17.mp4,13:11,13:17,791,797,6.08,6,False,False
AN_WILTY_EP26_lie18,data/raw/dolos/videos/AN_WILTY_EP26_lie18.mp4,13:38,13:41,818,821,3.12,3,False,False
AN_WILTY_EP26_truth10,data/raw/dolos/videos/AN_WILTY_EP26_truth10.mp4,9:06,9:11,546,551,5.04,5,False,False
AN_WILTY_EP26_truth11,data/raw/dolos/videos/AN_WILTY_EP26_truth11.mp4,9:58,10:01,598,601,3.08,3,False,False
AN_WILTY_EP26_truth12,data/raw/dolos/videos/AN_WILTY_EP26_truth12.mp4,10:20,10:23,620,623,3.04,3,False,False
AN_WILTY_EP26_truth13,data/raw/dolos/videos/AN_WILTY_EP26_truth13.mp4,11:38,11:48,698,708,10.12,10,False,False
AN_WILTY_EP26_truth2,data/raw/dolos/videos/AN_WILTY_EP26_truth2.mp4,5:13,5:19,313,319,6.04,6,False,False
AN_WILTY_EP26_truth3,data/raw/dolos/videos/AN_WILTY_EP26_truth3.mp4,5:37,5:45,337,345,8.04,8,False,False
AN_WILTY_EP26_truth4,data/raw/dolos/videos/AN_WILTY_EP26_truth4.mp4,5:51,5:56,351,356,5.08,5,False,False
AN_WILTY_EP26_truth5,data/raw/dolos/videos/AN_WILTY_EP26_truth5.mp4,6:01,6:07,361,367,6.08,6,False,False
AN_WILTY_EP26_truth6,data/raw/dolos/videos/AN_WILTY_EP26_truth6.mp4,6:30,6:40,390,400,10.08,10,False,False
AN_WILTY_EP26_truth7,data/raw/dolos/videos/AN_WILTY_EP26_truth7.mp4,6:43,6:53,403,413,10.08,10,False,False
AN_WILTY_EP26_truth8,data/raw/dolos/videos/AN_WILTY_EP26_truth8.mp4,6:53,7,413,420,7.04,7,False,False
AN_WILTY_EP26_truth9,data/raw/dolos/videos/AN_WILTY_EP26_truth9.mp4,7:47,7:52,467,472,5.04,5,False,False
AN_WILTY_EP27_lie1,data/raw/dolos/videos/AN_WILTY_EP27_lie1.mp4,0:21,0:24,21,24,3.08,3,False,False
AN_WILTY_EP27_lie11,data/raw/dolos/videos/AN_WILTY_EP27_lie11.mp4,5:33,5:38,333,338,5.12,5,False,False
AN_WILTY_EP27_lie12,data/raw/dolos/videos/AN_WILTY_EP27_lie12.mp4,9:27,9:31,567,571,4.08,4,False,False
AN_WILTY_EP27_lie2,data/raw/dolos/videos/AN_WILTY_EP27_lie2.mp4,0:41,0:47,41,47,6.12,6,False,False
AN_WILTY_EP27_lie3,data/raw/dolos/videos/AN_WILTY_EP27_lie3.mp4,0:51,1,51,60,9.04,9,False,False
AN_WILTY_EP27_lie4,data/raw/dolos/videos/AN_WILTY_EP27_lie4.mp4,1:04,1:07,64,67,3.04,3,False,False
AN_WILTY_EP27_truth10,data/raw/dolos/videos/AN_WILTY_EP27_truth10.mp4,3:35,3:40,215,220,5.12,5,False,False
AN_WILTY_EP27_truth13,data/raw/dolos/videos/AN_WILTY_EP27_truth13.mp4,11:09,11:13,669,673,4.04,4,False,False
AN_WILTY_EP27_truth14,data/raw/dolos/videos/AN_WILTY_EP27_truth14.mp4,11:30,11:33,690,693,3.08,3,False,False
AN_WILTY_EP27_truth15,data/raw/dolos/videos/AN_WILTY_EP27_truth15.mp4,11:59,12:04,719,724,5.08,5,False,False
AN_WILTY_EP27_truth16,data/raw/dolos/videos/AN_WILTY_EP27_truth16.mp4,12:20,12:25,740,745,5.04,5,False,False
AN_WILTY_EP27_truth5,data/raw/dolos/videos/AN_WILTY_EP27_truth5.mp4,1:47,1:51,107,111,4.08,4,False,False
AN_WILTY_EP27_truth6,data/raw/dolos/videos/AN_WILTY_EP27_truth6.mp4,2:05,2:09,125,129,4.08,4,False,False
AN_WILTY_EP27_truth7,data/raw/dolos/videos/AN_WILTY_EP27_truth7.mp4,2:15,2:20,135,140,5.04,5,False,False
AN_WILTY_EP27_truth8,data/raw/dolos/videos/AN_WILTY_EP27_truth8.mp4,2:33,2:43,153,163,10.08,10,False,False
AN_WILTY_EP27_truth9,data/raw/dolos/videos/AN_WILTY_EP27_truth9.mp4,3:20,3:24,200,204,4.04,4,False,False
AN_WILTY_EP28_lie1,data/raw/dolos/videos/AN_WILTY_EP28_lie1.mp4,1:50,1:53,110,113,3.08,3,False,False
AN_WILTY_EP28_lie2,data/raw/dolos/videos/AN_WILTY_EP28_lie2.mp4,2:04,2:14,124,134,10.12,10,False,False
AN_WILTY_EP28_lie3,data/raw/dolos/videos/AN_WILTY_EP28_lie3.mp4,2:14,2:18,134,138,4.24,4,False,False
AN_WILTY_EP28_lie4,data/raw/dolos/videos/AN_WILTY_EP28_lie4.mp4,2:30,2:35,150,155,5.08,5,False,False
AN_WILTY_EP28_lie5,data/raw/dolos/videos/AN_WILTY_EP28_lie5.mp4,2:40,2:43,160,163,3.04,3,False,False
AN_WILTY_EP28_lie6,data/raw/dolos/videos/AN_WILTY_EP28_lie6.mp4,2:48,2:55,168,175,7.12,7,False,False
AN_WILTY_EP28_truth10,data/raw/dolos/videos/AN_WILTY_EP28_truth10.mp4,6:44,6:49,404,409,5.12,5,False,False
AN_WILTY_EP28_truth11,data/raw/dolos/videos/AN_WILTY_EP28_truth11.mp4,7:44,7:47,464,467,3.16,3,False,False
AN_WILTY_EP28_truth12,data/raw/dolos/videos/AN_WILTY_EP28_truth12.mp4,8:06,8:11,486,491,5.12,5,False,False
AN_WILTY_EP28_truth13,data/raw/dolos/videos/AN_WILTY_EP28_truth13.mp4,9:51,9:54,591,594,3.2,3,False,False
AN_WILTY_EP28_truth14,data/raw/dolos/videos/AN_WILTY_EP28_truth14.mp4,10:26,10:31,626,631,5.16,5,False,False
AN_WILTY_EP28_truth15,data/raw/dolos/videos/AN_WILTY_EP28_truth15.mp4,10:50,10:54,650,654,4.2,4,False,False
AN_WILTY_EP28_truth16,data/raw/dolos/videos/AN_WILTY_EP28_truth16.mp4,11:09,11:17,669,677,8.08,8,False,False
AN_WILTY_EP28_truth17,data/raw/dolos/videos/AN_WILTY_EP28_truth17.mp4,13:45,13:49,825,829,4.2,4,False,False
AN_WILTY_EP28_truth7,data/raw/dolos/videos/AN_WILTY_EP28_truth7.mp4,4:15,4:23,255,263,8.08,8,False,False
AN_WILTY_EP28_truth8,data/raw/dolos/videos/AN_WILTY_EP28_truth8.mp4,5:55,6:01,355,361,6.04,6,False,False
AN_WILTY_EP28_truth9,data/raw/dolos/videos/AN_WILTY_EP28_truth9.mp4,6:32,6:37,392,397,5.04,5,False,False
BRI_WILTY_EP57_lie_10,data/raw/dolos/videos/BRI_WILTY_EP57_lie_10.mp4,12:07,12:10,727,730,3.24,3,False,False
BRI_WILTY_EP57_lie_11,data/raw/dolos/videos/BRI_WILTY_EP57_lie_11.mp4,12:19,12:24,739,744,5.12,5,False,False
BRI_WILTY_EP57_lie_16,data/raw/dolos/videos/BRI_WILTY_EP57_lie_16.mp4,14:41,14:47,881,887,6.2,6,False,False
BRI_WILTY_EP57_lie_17,data/raw/dolos/videos/BRI_WILTY_EP57_lie_17.mp4,14:58,15:03,898,903,5.2,5,False,False
BRI_WILTY_EP57_lie_18,data/raw/dolos/videos/BRI_WILTY_EP57_lie_18.mp4,15:12,15:16,912,916,4.04,4,False,False
BRI_WILTY_EP57_lie_19,data/raw/dolos/videos/BRI_WILTY_EP57_lie_19.mp4,15:19,15:25,919,925,6.16,6,False,False
BRI_WILTY_EP57_lie_20,data/raw/dolos/videos/BRI_WILTY_EP57_lie_20.mp4,15:58,16:02,958,962,4.16,4,False,False
BRI_WILTY_EP57_lie_21,data/raw/dolos/videos/BRI_WILTY_EP57_lie_21.mp4,16:25,16:28,985,988,3.2,3,False,False
BRI_WILTY_EP57_lie_22,data/raw/dolos/videos/BRI_WILTY_EP57_lie_22.mp4,16:44,16:48,1004,1008,4.12,4,False,False
BRI_WILTY_EP57_lie_23,data/raw/dolos/videos/BRI_WILTY_EP57_lie_23.mp4,17:08,17:13,1028,1033,5.08,5,False,False
BRI_WILTY_EP57_truth_1,data/raw/dolos/videos/BRI_WILTY_EP57_truth_1.mp4,1:49,1:53,109,113,4.08,4,False,False
BRI_WILTY_EP57_truth_12,data/raw/dolos/videos/BRI_WILTY_EP57_truth_12.mp4,12:40,12:49,760,769,9.08,9,False,False
BRI_WILTY_EP57_truth_13,data/raw/dolos/videos/BRI_WILTY_EP57_truth_13.mp4,12:51,12:54,771,774,3.24,3,False,False
BRI_WILTY_EP57_truth_14,data/raw/dolos/videos/BRI_WILTY_EP57_truth_14.mp4,14:06,14:12,846,852,6.04,6,False,False
BRI_WILTY_EP57_truth_15,data/raw/dolos/videos/BRI_WILTY_EP57_truth_15.mp4,14:14,14:17,854,857,3.16,3,False,False
BRI_WILTY_EP57_truth_2,data/raw/dolos/videos/BRI_WILTY_EP57_truth_2.mp4,2:45,2:51,165,171,6.08,6,False,False
BRI_WILTY_EP57_truth_24,data/raw/dolos/videos/BRI_WILTY_EP57_truth_24.mp4,20:31,20:34,1231,1234,3.04,3,False,False
BRI_WILTY_EP57_truth_25,data/raw/dolos/videos/BRI_WILTY_EP57_truth_25.mp4,20:36,20:40,1236,1240,4.16,4,False,False
BRI_WILTY_EP57_truth_26,data/raw/dolos/videos/BRI_WILTY_EP57_truth_26.mp4,20:52,20:55,1252,1255,3.16,3,False,False
BRI_WILTY_EP57_truth_27,data/raw/dolos/videos/BRI_WILTY_EP57_truth_27.mp4,20:59,21:04,1259,1264,5.12,5,False,False
BRI_WILTY_EP57_truth_28,data/raw/dolos/videos/BRI_WILTY_EP57_truth_28.mp4,21:19,21:22,1279,1282,3.04,3,False,False
BRI_WILTY_EP57_truth_29,data/raw/dolos/videos/BRI_WILTY_EP57_truth_29.mp4,21:32,21:37,1292,1297,5.08,5,False,False
BRI_WILTY_EP57_truth_3,data/raw/dolos/videos/BRI_WILTY_EP57_truth_3.mp4,3:07,3:10,187,190,3.04,3,False,False
BRI_WILTY_EP57_truth_30,data/raw/dolos/videos/BRI_WILTY_EP57_truth_30.mp4,21:39,21:44,1299,1304,5.04,5,False,False
BRI_WILTY_EP57_truth_31,data/raw/dolos/videos/BRI_WILTY_EP57_truth_31.mp4,27:01,27:04,1621,1624,3.16,3,False,False
BRI_WILTY_EP57_truth_32,data/raw/dolos/videos/BRI_WILTY_EP57_truth_32.mp4,27:22,27:26,1642,1646,4.08,4,False,False
BRI_WILTY_EP57_truth_4,data/raw/dolos/videos/BRI_WILTY_EP57_truth_4.mp4,7:12,7:16,432,436,4.16,4,False,False
BRI_WILTY_EP57_truth_5,data/raw/dolos/videos/BRI_WILTY_EP57_truth_5.mp4,7:30,7:33,450,453,3.04,3,False,False
BRI_WILTY_EP57_truth_6,data/raw/dolos/videos/BRI_WILTY_EP57_truth_6.mp4,7:40,7:45,460,465,5.04,5,False,False
BRI_WILTY_EP57_truth_7,data/raw/dolos/videos/BRI_WILTY_EP57_truth_7.mp4,7:54,7:58,474,478,4.04,4,False,False
BRI_WILTY_EP57_truth_8,data/raw/dolos/videos/BRI_WILTY_EP57_truth_8.mp4,8:01,8:04,481,484,3.16,3,False,False
BRI_WILTY_EP57_truth_9,data/raw/dolos/videos/BRI_WILTY_EP57_truth_9.mp4,11:55,12,715,720,5.04,5,False,False
BRI_WILTY_EP58_lie_1,data/raw/dolos/videos/BRI_WILTY_EP58_lie_1.mp4,1:47,1:56,107,116,9.08,9,False,False
BRI_WILTY_EP58_lie_15,data/raw/dolos/videos/BRI_WILTY_EP58_lie_15.mp4,12:30,12:39,750,759,9.08,9,False,False
BRI_WILTY_EP58_lie_16,data/raw/dolos/videos/BRI_WILTY_EP58_lie_16.mp4,12:49,12:53,769,773,4.04,4,False,False
BRI_WILTY_EP58_lie_17,data/raw/dolos/videos/BRI_WILTY_EP58_lie_17.mp4,12:58,13:01,778,781,3.04,3,False,False
BRI_WILTY_EP58_lie_18,data/raw/dolos/videos/BRI_WILTY_EP58_lie_18.mp4,13:21,13:25,801,805,4.12,4,False,False
BRI_WILTY_EP58_lie_19,data/raw/dolos/videos/BRI_WILTY_EP58_lie_19.mp4,16:56,17:03,1016,1023,7.08,7,False,False
BRI_WILTY_EP58_lie_2,data/raw/dolos/videos/BRI_WILTY_EP58_lie_2.mp4,2:11,2:14,131,134,3.12,3,False,False
BRI_WILTY_EP58_lie_21,data/raw/dolos/videos/BRI_WILTY_EP58_lie_21.mp4,17:22,17:28,1042,1048,6.08,6,False,False
BRI_WILTY_EP58_lie_22,data/raw/dolos/videos/BRI_WILTY_EP58_lie_22.mp4,17:28,17:33,1048,1053,5.04,5,False,False
BRI_WILTY_EP58_lie_23,data/raw/dolos/videos/BRI_WILTY_EP58_lie_23.mp4,17:41,17:45,1061,1065,4.04,4,False,False
BRI_WILTY_EP58_lie_24,data/raw/dolos/videos/BRI_WILTY_EP58_lie_24.mp4,18:51,18:58,1131,1138,7.04,7,False,False
BRI_WILTY_EP58_lie_25,data/raw/dolos/videos/BRI_WILTY_EP58_lie_25.mp4,19:22,19:31,1162,1171,9.04,9,False,False
BRI_WILTY_EP58_lie_26,data/raw/dolos/videos/BRI_WILTY_EP58_lie_26.mp4,19:53,19:59,1193,1199,6.08,6,False,False
BRI_WILTY_EP58_lie_27,data/raw/dolos/videos/BRI_WILTY_EP58_lie_27.mp4,20:02,20:08,1202,1208,6.08,6,False,False
BRI_WILTY_EP58_lie_28,data/raw/dolos/videos/BRI_WILTY_EP58_lie_28.mp4,20:17,20:24,1217,1224,7.08,7,False,False
BRI_WILTY_EP58_lie_3,data/raw/dolos/videos/BRI_WILTY_EP58_lie_3.mp4,2:52,2:56,172,176,4.08,4,False,False
BRI_WILTY_EP58_lie_30,data/raw/dolos/videos/BRI_WILTY_EP58_lie_30.mp4,23:52,23:55,1432,1435,3.08,3,False,False
BRI_WILTY_EP58_lie_31,data/raw/dolos/videos/BRI_WILTY_EP58_lie_31.mp4,24:02,24:08,1442,1448,6.04,6,False,False
BRI_WILTY_EP58_lie_32,data/raw/dolos/videos/BRI_WILTY_EP58_lie_32.mp4,24:13,24:16,1453,1456,3.08,3,False,False
BRI_WILTY_EP58_lie_33,data/raw/dolos/videos/BRI_WILTY_EP58_lie_33.mp4,24:40,24:43,1480,1483,3.04,3,False,False
BRI_WILTY_EP58_lie_34,data/raw/dolos/videos/BRI_WILTY_EP58_lie_34.mp4,26:35,26:40,1595,1600,5.12,5,False,False
BRI_WILTY_EP58_lie_4,data/raw/dolos/videos/BRI_WILTY_EP58_lie_4.mp4,3:02,3:09,182,189,7.04,7,False,False
BRI_WILTY_EP58_truth_10,data/raw/dolos/videos/BRI_WILTY_EP58_truth_10.mp4,7:44,7:50,464,470,6.12,6,False,False
BRI_WILTY_EP58_truth_11,data/raw/dolos/videos/BRI_WILTY_EP58_truth_11.mp4,8:54,9:01,534,541,7.04,7,False,False
BRI_WILTY_EP58_truth_12,data/raw/dolos/videos/BRI_WILTY_EP58_truth_12.mp4,9:20,9:29,560,569,9.08,9,False,False
BRI_WILTY_EP58_truth_13,data/raw/dolos/videos/BRI_WILTY_EP58_truth_13.mp4,10:07,10:11,607,611,4.04,4,False,False
BRI_WILTY_EP58_truth_14,data/raw/dolos/videos/BRI_WILTY_EP58_truth_14.mp4,10:56,11:03,656,663,7.08,7,False,False
BRI_WILTY_EP58_truth_20,data/raw/dolos/videos/BRI_WILTY_EP58_truth_20.mp4,17:12,17:18,1032,1038,6.04,6,False,False
BRI_WILTY_EP58_truth_29,data/raw/dolos/videos/BRI_WILTY_EP58_truth_29.mp4,21:36,21:41,1296,1301,5.04,5,False,False
BRI_WILTY_EP58_truth_5,data/raw/dolos/videos/BRI_WILTY_EP58_truth_5.mp4,5:26,5:30,326,330,4.08,4,False,False
BRI_WILTY_EP58_truth_6,data/raw/dolos/videos/BRI_WILTY_EP58_truth_6.mp4,5:39,5:42,339,342,3.08,3,False,False
BRI_WILTY_EP58_truth_7,data/raw/dolos/videos/BRI_WILTY_EP58_truth_7.mp4,5:57,6:03,357,363,6.08,6,False,False
BRI_WILTY_EP58_truth_8,data/raw/dolos/videos/BRI_WILTY_EP58_truth_8.mp4,6:06,6:10,366,370,4.08,4,False,False
BRI_WILTY_EP58_truth_9,data/raw/dolos/videos/BRI_WILTY_EP58_truth_9.mp4,6:24,6:30,384,390,6.08,6,False,False
BRI_WILTY_EP59_deception_20,data/raw/dolos/videos/BRI_WILTY_EP59_deception_20.mp4,19:42,19:51,1182,1191,9.12,9,False,False
BRI_WILTY_EP59_deception_21,data/raw/dolos/videos/BRI_WILTY_EP59_deception_21.mp4,20:16,20:21,1216,1221,5.16,5,False,False
BRI_WILTY_EP59_deception_22,data/raw/dolos/videos/BRI_WILTY_EP59_deception_22.mp4,20:35,20:40,1235,1240,5.04,5,False,False
BRI_WILTY_EP59_deception_23,data/raw/dolos/videos/BRI_WILTY_EP59_deception_23.mp4,20:48,20:51,1248,1251,3.04,3,False,False
BRI_WILTY_EP59_deception_24,data/raw/dolos/videos/BRI_WILTY_EP59_deception_24.mp4,22,22:06,1320,1326,1304.04,6,True,False
BRI_WILTY_EP59_deception_25,data/raw/dolos/videos/BRI_WILTY_EP59_deception_25.mp4,26:19,26:22,1579,1582,3.12,3,False,False
BRI_WILTY_EP59_deception_26,data/raw/dolos/videos/BRI_WILTY_EP59_deception_26.mp4,27:10,27:14,1630,1634,4.2,4,False,False
BRI_WILTY_EP59_lie_10,data/raw/dolos/videos/BRI_WILTY_EP59_lie_10.mp4,9:31,9:39,571,579,8.08,8,False,False
BRI_WILTY_EP59_lie_11,data/raw/dolos/videos/BRI_WILTY_EP59_lie_11.mp4,9:46,9:51,586,591,5.16,5,False,False
BRI_WILTY_EP59_lie_13,data/raw/dolos/videos/BRI_WILTY_EP59_lie_13.mp4,10:21,10:26,621,626,5.12,5,False,False
BRI_WILTY_EP59_lie_14,data/raw/dolos/videos/BRI_WILTY_EP59_lie_14.mp4,11:05,11:08,665,668,3.12,3,False,False
BRI_WILTY_EP59_lie_15,data/raw/dolos/videos/BRI_WILTY_EP59_lie_15.mp4,13:13,13:17,793,797,4.16,4,False,False
BRI_WILTY_EP59_lie_16,data/raw/dolos/videos/BRI_WILTY_EP59_lie_16.mp4,14:52,14:59,892,899,7.12,7,False,False
BRI_WILTY_EP59_truth_1,data/raw/dolos/videos/BRI_WILTY_EP59_truth_1.mp4,1:41,1:49,101,109,8.04,8,False,False
BRI_WILTY_EP59_truth_12,data/raw/dolos/videos/BRI_WILTY_EP59_truth_12.mp4,9:56,10:02,596,602,6.24,6,False,False
BRI_WILTY_EP59_truth_17,data/raw/dolos/videos/BRI_WILTY_EP59_truth_17.mp4,15:46,15:51,946,951,5.16,5,False,False
BRI_WILTY_EP59_truth_18,data/raw/dolos/videos/BRI_WILTY_EP59_truth_18.mp4,15:52,15:57,952,957,5.04,5,False,False
BRI_WILTY_EP59_truth_19,data/raw/dolos/videos/BRI_WILTY_EP59_truth_19.mp4,16:01,16:09,961,969,8.04,8,False,False
BRI_WILTY_EP59_truth_2,data/raw/dolos/videos/BRI_WILTY_EP59_truth_2.mp4,1:53,1:57,113,117,4.04,4,False,False
BRI_WILTY_EP59_truth_3,data/raw/dolos/videos/BRI_WILTY_EP59_truth_3.mp4,2:09,2:17,129,137,8.08,8,False,False
BRI_WILTY_EP59_truth_4,data/raw/dolos/videos/BRI_WILTY_EP59_truth_4.mp4,2:26,2:29,146,149,3.12,3,False,False
BRI_WILTY_EP59_truth_5,data/raw/dolos/videos/BRI_WILTY_EP59_truth_5.mp4,2:37,2:45,157,165,8.08,8,False,False
BRI_WILTY_EP59_truth_6,data/raw/dolos/videos/BRI_WILTY_EP59_truth_6.mp4,2:56,3:01,176,181,5.04,5,False,False
BRI_WILTY_EP59_truth_7,data/raw/dolos/videos/BRI_WILTY_EP59_truth_7.mp4,3:50,3:53,230,233,3.16,3,False,False
BRI_WILTY_EP59_truth_8,data/raw/dolos/videos/BRI_WILTY_EP59_truth_8.mp4,5:13,5:23,313,323,10.12,10,False,False
BRI_WILTY_EP59_truth_9,data/raw/dolos/videos/BRI_WILTY_EP59_truth_9.mp4,5:52,5:59,352,359,7.12,7,False,False
BRI_WILTY_EP60_lie_13,data/raw/dolos/videos/BRI_WILTY_EP60_lie_13.mp4,15:40,15:44,940,944,4.12,4,False,False
BRI_WILTY_EP60_lie_14,data/raw/dolos/videos/BRI_WILTY_EP60_lie_14.mp4,15:52,15:56,952,956,4.04,4,False,False
BRI_WILTY_EP60_lie_15,data/raw/dolos/videos/BRI_WILTY_EP60_lie_15.mp4,16:04,16:11,964,971,7.08,7,False,False
BRI_WILTY_EP60_lie_16,data/raw/dolos/videos/BRI_WILTY_EP60_lie_16.mp4,16:52,16:57,1012,1017,5.2,5,False,False
BRI_WILTY_EP60_lie_17,data/raw/dolos/videos/BRI_WILTY_EP60_lie_17.mp4,17:28,17:36,1048,1056,8.2,8,False,False
BRI_WILTY_EP60_lie_18,data/raw/dolos/videos/BRI_WILTY_EP60_lie_18.mp4,17:58,18:02,1078,1082,4.12,4,False,False
BRI_WILTY_EP60_lie_19,data/raw/dolos/videos/BRI_WILTY_EP60_lie_19.mp4,18:45,18:49,1125,1129,4.12,4,False,False
BRI_WILTY_EP60_lie_20,data/raw/dolos/videos/BRI_WILTY_EP60_lie_20.mp4,20:32,20:35,1232,1235,3.16,3,False,False
BRI_WILTY_EP60_lie_21,data/raw/dolos/videos/BRI_WILTY_EP60_lie_21.mp4,20:54,20:57,1254,1257,3.2,3,False,False
BRI_WILTY_EP60_lie_22,data/raw/dolos/videos/BRI_WILTY_EP60_lie_22.mp4,23:26,23:31,1406,1411,5.04,5,False,False
BRI_WILTY_EP60_lie_23,data/raw/dolos/videos/BRI_WILTY_EP60_lie_23.mp4,25:11,25:14,1511,1514,3.2,3,False,False
BRI_WILTY_EP60_lie_24,data/raw/dolos/videos/BRI_WILTY_EP60_lie_24.mp4,25:34,25:40,1534,1540,6.24,6,False,False
BRI_WILTY_EP60_lie_8,data/raw/dolos/videos/BRI_WILTY_EP60_lie_8.mp4,12:52,12:58,772,778,6.16,6,False,False
BRI_WILTY_EP60_lie_9,data/raw/dolos/videos/BRI_WILTY_EP60_lie_9.mp4,13:10,13:17,790,797,7.12,7,False,False
BRI_WILTY_EP60_truth_1,data/raw/dolos/videos/BRI_WILTY_EP60_truth_1.mp4,1:58,2:02,118,122,4.12,4,False,False
BRI_WILTY_EP60_truth_10,data/raw/dolos/videos/BRI_WILTY_EP60_truth_10.mp4,13:43,13:46,823,826,3.16,3,False,False
BRI_WILTY_EP60_truth_11,data/raw/dolos/videos/BRI_WILTY_EP60_truth_11.mp4,14:25,14:29,865,869,4.24,4,False,False
BRI_WILTY_EP60_truth_12,data/raw/dolos/videos/BRI_WILTY_EP60_truth_12.mp4,14:57,15:01,897,901,4.24,4,False,False
BRI_WILTY_EP60_truth_2,data/raw/dolos/videos/BRI_WILTY_EP60_truth_2.mp4,3:19,3:23,199,203,4.28,4,False,False
BRI_WILTY_EP60_truth_3,data/raw/dolos/videos/BRI_WILTY_EP60_truth_3.mp4,6:34,6:38,394,398,4.04,4,False,False
BRI_WILTY_EP60_truth_4,data/raw/dolos/videos/BRI_WILTY_EP60_truth_4.mp4,8:30,8:33,510,513,3.16,3,False,False
BRI_WILTY_EP60_truth_5,data/raw/dolos/videos/BRI_WILTY_EP60_truth_5.mp4,10:26,10:31,626,631,5.04,5,False,False
BRI_WILTY_EP60_truth_6,data/raw/dolos/videos/BRI_WILTY_EP60_truth_6.mp4,10:34,10:37,634,637,3.12,3,False,False
